#Chr 	 Coordinate 	 H3K27me3
1	28275000	0.60
1	28325000	0.49
1	28375000	0.23
1	28425000	0.18
1	28475000	0.14
1	28525000	0.01
1	28575000	0.72
1	28625000	0.20
1	28675000	0.13
1	28725000	0.25
1	28775000	1.33
1	28825000	4.86
1	28875000	2.50
1	28925000	0.23
1	28975000	0.18
1	29025000	0.24
1	29075000	0.29
1	29125000	0.36
1	29175000	0.16
1	29225000	1.19
1	29275000	1.49
1	29325000	3.28
1	29375000	4.11
1	29425000	4.93
1	29475000	6.15
1	29525000	6.34
1	29575000	1.25
1	29625000	2.35
1	29675000	2.82
1	29725000	4.54
1	29775000	3.77
1	29825000	4.23
1	29875000	3.65
1	29925000	5.64
1	29975000	2.57
1	30025000	2.28
1	30075000	3.10
1	30125000	5.52
1	30175000	3.23
1	30225000	3.47
1	30275000	4.67
1	30325000	2.38
1	30375000	3.94
1	30425000	2.99
1	30475000	2.40
1	30525000	3.17
1	30575000	3.43
1	30625000	4.71
1	30675000	4.17
1	30725000	2.50
1	30775000	2.60
1	30825000	2.55
1	30875000	1.39
1	30925000	0.46
1	30975000	0.18
1	31025000	0.18
1	31075000	0.38
1	31125000	0.90
1	31175000	2.20
1	31225000	3.99
1	31275000	0.40
1	31325000	0.32
1	31375000	0.33
1	31425000	1.40
1	31475000	2.05
1	31525000	1.55
1	31575000	1.07
1	31625000	1.03
1	31675000	1.00
1	31725000	0.65
1	31775000	1.08
1	31825000	1.10
1	31875000	1.56
1	31925000	0.13
1	31975000	0.80
1	32025000	0.41
1	32075000	0.17
1	32125000	0.12
1	32175000	0.14
1	32225000	0.35
1	32275000	1.40
1	32325000	0.11
1	32375000	0.35
1	32425000	3.55
1	32475000	2.29
1	32525000	1.02
1	32575000	0.21
1	32625000	0.35
1	32675000	0.15
1	32725000	0.06
1	32775000	0.24
1	32825000	0.25
1	32875000	1.79
1	32925000	1.03
1	32975000	0.45
1	33025000	0.19
1	33075000	0.75
1	33125000	0.66
1	33175000	1.65
1	33225000	3.68
1	33275000	0.34
1	33325000	0.52
1	33375000	0.32
1	33425000	0.47
1	33475000	0.70
1	33525000	4.21
1	33575000	4.65
1	33625000	6.20
1	33675000	4.23
1	33725000	2.51
1	33775000	0.71
1	33825000	0.81
1	33875000	0.67
1	33925000	0.40
1	33975000	0.53
1	34025000	0.15
1	34075000	0.34
1	34125000	0.30
1	34175000	0.30
1	34225000	0.31
1	34275000	0.23
1	34325000	0.44
1	34375000	0.11
1	34425000	0.38
1	34475000	0.73
1	34525000	0.31
1	34575000	0.39
1	34625000	2.34
1	34675000	2.65
1	34725000	4.17
1	34775000	3.93
1	34825000	2.30
1	34875000	3.70
1	34925000	5.49
1	34975000	1.47
1	35025000	0.10
1	35075000	0.54
1	35125000	0.52
1	35175000	0.50
1	35225000	0.67
1	35275000	0.40
1	35325000	0.15
1	35375000	0.11
1	35425000	0.16
1	35475000	0.32
1	35525000	0.17
1	35575000	0.47
1	35625000	0.78
1	35675000	5.82
1	35725000	0.81
1	35775000	0.46
1	35825000	0.25
1	35875000	0.54
1	35925000	0.11
1	35975000	0.16
1	36025000	0.11
1	36075000	0.21
1	36125000	0.97
1	36175000	0.09
1	36225000	0.29
1	36275000	0.03
1	36325000	0.60
1	36375000	0.49
1	36425000	0.22
1	36475000	4.20
1	36525000	6.05
1	36575000	6.99
1	36625000	5.45
1	36675000	5.25
1	36725000	4.74
1	36775000	3.75
1	36825000	5.08
1	36875000	4.16
1	36925000	2.95
1	36975000	3.26
1	37025000	3.17
1	37075000	3.53
1	37125000	3.71
1	37175000	3.50
1	37225000	3.39
1	37275000	4.73
1	37325000	4.68
1	37375000	4.30
1	37425000	4.95
1	37475000	0.48
1	37525000	0.27
1	37575000	0.77
1	37625000	9.55
1	37675000	3.43
1	37725000	2.61
1	37775000	4.33
1	37825000	0.39
1	37875000	0.24
1	37925000	0.40
1	37975000	0.46
1	38025000	0.73
1	38075000	3.33
1	38125000	3.02
1	38175000	5.28
1	38225000	5.79
1	38275000	5.89
1	38325000	4.64
1	38375000	3.50
1	38425000	3.37
1	38475000	3.50
1	38525000	4.99
1	38575000	4.09
1	38625000	4.42
1	38675000	3.31
1	38725000	4.75
1	38775000	5.73
1	38825000	6.17
1	38875000	0.16
1	38925000	0.27
1	38975000	0.39
1	39025000	0.11
1	39075000	1.37
1	39125000	0.22
1	39175000	0.21
1	39225000	0.20
1	39275000	0.30
1	39325000	0.27
1	39375000	0.21
1	39425000	0.23
1	39475000	0.53
1	39525000	0.81
1	39575000	1.57
1	39625000	4.59
1	39675000	7.50
1	39725000	5.62
1	39775000	2.33
1	39825000	1.11
1	39875000	0.50
1	39925000	3.11
1	39975000	1.18
1	40025000	0.88
1	40075000	0.19
1	40125000	4.45
1	40175000	0.73
1	40225000	0.52
1	40275000	0.31
1	40325000	1.86
1	40375000	1.76
1	40425000	0.47
1	40475000	0.27
1	40525000	0.50
1	40575000	3.56
1	40625000	3.75
1	40675000	3.11
1	40725000	0.38
1	40775000	2.26
1	40825000	4.18
1	40875000	0.50
1	40925000	0.68
1	40975000	0.23
1	41025000	0.46
1	41075000	0.35
1	41125000	0.20
1	41175000	0.17
1	41225000	0.45
1	41275000	3.43
1	41325000	3.53
1	41375000	5.26
1	41425000	4.08
1	41475000	2.30
1	41525000	0.99
1	41575000	0.79
1	41625000	0.55
1	41675000	0.73
1	41725000	1.55
1	41775000	0.43
1	41825000	1.31
1	41875000	0.28
1	41925000	0.75
1	41975000	0.94
1	42025000	1.67
1	42075000	6.22
1	42125000	7.33
1	42175000	2.41
1	42225000	0.35
1	42275000	0.13
1	42325000	0.81
1	42375000	6.76
1	42425000	5.00
1	42475000	0.72
1	42525000	0.91
1	42575000	2.17
1	42625000	3.98
1	42675000	0.77
1	42725000	0.78
1	42775000	0.86
1	42825000	0.49
1	42875000	3.32
1	42925000	0.92
1	42975000	0.37
1	43025000	2.32
1	43075000	2.55
1	43125000	5.81
1	43175000	1.72
1	43225000	0.97
1	43275000	2.61
1	43325000	1.65
1	43375000	0.32
1	43425000	0.19
1	43475000	0.30
1	43525000	0.52
1	43575000	0.33
1	43625000	0.24
1	43675000	0.47
1	43725000	0.17
1	43775000	0.15
1	43825000	0.18
1	43875000	0.35
1	43925000	0.41
1	43975000	0.20
1	44025000	0.38
1	44075000	0.49
1	44125000	1.17
1	44175000	1.25
1	44225000	0.41
1	44275000	0.37
1	44325000	0.22
1	44375000	1.48
1	44425000	2.00
1	44475000	0.92
1	44525000	1.72
1	44575000	2.86
1	44625000	0.65
1	44675000	0.90
1	44725000	0.51
1	44775000	0.44
1	44825000	0.33
1	44875000	0.39
1	44925000	0.38
1	44975000	0.32
1	45025000	1.91
1	45075000	3.88
1	45125000	3.35
1	45175000	2.99
1	45225000	2.61
1	45275000	1.73
1	45325000	1.42
1	45375000	0.68
1	45425000	0.76
1	45475000	0.59
1	45525000	0.67
1	45575000	0.41
1	45625000	0.20
1	45675000	0.05
1	45725000	0.22
1	45775000	1.24
1	45825000	0.18
1	45875000	0.33
1	45925000	0.16
1	45975000	0.06
1	46025000	0.05
1	46075000	0.17
1	46125000	0.35
1	46175000	0.84
1	46225000	0.39
1	46275000	0.29
1	46325000	0.70
1	46375000	0.82
1	46425000	4.98
1	46475000	7.24
1	46525000	3.20
1	46575000	0.81
1	46625000	0.39
1	46675000	0.20
1	46725000	2.41
1	46775000	3.08
1	46825000	3.14
1	46875000	2.84
1	46925000	4.11
1	46975000	4.00
1	47025000	4.07
1	47075000	3.69
1	47125000	3.28
1	47175000	2.94
1	47225000	5.23
1	47275000	0.24
1	47325000	0.00
1	47375000	1.07
1	47425000	2.35
1	47475000	5.17
1	47525000	4.64
1	47575000	5.12
1	47625000	4.07
1	47675000	4.36
1	47725000	4.15
1	47775000	3.78
1	47825000	4.83
1	47875000	2.88
1	47925000	1.87
1	47975000	2.09
1	48025000	0.99
1	48075000	1.07
1	48125000	0.82
1	48175000	1.08
1	48225000	2.42
1	48275000	1.10
1	48325000	0.31
1	48375000	0.32
1	48425000	0.27
1	48475000	1.03
1	48525000	2.46
1	48575000	2.06
1	48625000	2.07
1	48675000	1.98
1	48725000	1.26
1	48775000	0.15
1	48825000	0.27
1	48875000	0.25
1	48925000	0.29
1	48975000	0.39
1	49025000	0.18
1	49075000	0.18
1	49125000	0.62
1	49175000	0.40
1	49225000	0.29
1	49275000	0.51
1	49325000	0.36
1	49375000	0.44
1	49425000	0.03
1	49475000	0.33
1	49525000	0.57
1	49575000	0.47
1	49625000	0.24
1	49675000	0.22
1	49725000	0.27
1	49775000	0.28
1	49825000	0.22
1	49875000	0.48
1	49925000	0.79
1	49975000	0.44
1	50025000	0.53
1	50075000	0.60
1	50125000	0.25
1	50175000	0.26
1	50225000	0.39
1	50275000	0.57
1	50325000	1.39
1	50375000	2.85
1	50425000	2.81
1	50475000	0.09
1	50525000	0.28
1	50575000	0.29
1	50625000	0.15
1	50675000	0.27
1	50725000	0.04
1	50775000	0.24
1	50825000	0.12
1	50875000	0.47
1	50925000	0.32
1	50975000	0.07
1	51025000	0.26
1	51075000	0.66
1	51125000	0.51
1	51175000	0.50
1	51225000	0.64
1	51275000	0.49
1	51325000	0.79
1	51375000	0.08
1	51425000	0.22
1	51475000	0.16
1	51525000	0.32
1	51575000	0.53
1	51625000	0.40
1	51675000	0.44
1	51725000	0.32
1	51775000	0.06
1	51825000	0.16
1	51875000	0.33
1	51925000	0.35
1	51975000	0.61
1	52025000	0.46
1	52075000	0.26
1	52125000	1.48
1	52175000	0.52
1	52225000	0.35
1	52275000	0.13
1	52325000	0.16
1	52375000	0.27
1	52425000	0.18
1	52475000	0.15
1	52525000	0.05
1	52575000	3.09
1	52625000	4.06
1	52675000	0.40
1	52725000	0.54
1	52775000	0.27
1	52825000	0.16
1	52875000	0.28
1	52925000	0.53
1	52975000	0.38
1	53025000	0.22
1	53075000	1.35
1	53125000	1.22
1	53175000	0.71
1	53225000	0.30
1	53275000	0.50
1	53325000	0.63
1	53375000	2.32
1	53425000	1.35
1	53475000	3.76
1	53525000	0.84
1	53575000	0.13
1	53625000	0.18
1	53675000	0.35
1	53725000	0.35
1	53775000	0.08
1	53825000	0.55
1	53875000	0.24
1	53925000	0.29
1	53975000	0.63
1	54025000	2.55
1	54075000	0.59
1	54125000	1.71
1	54175000	0.89
1	54225000	0.21
1	54275000	0.76
1	54325000	0.90
1	54375000	0.53
1	54425000	2.62
1	54475000	4.38
1	54525000	3.20
1	54575000	1.60
1	54625000	5.49
1	54675000	5.78
1	54725000	2.19
1	54775000	3.68
1	54825000	3.43
1	54875000	0.42
1	54925000	0.85
1	54975000	2.13
1	55025000	3.54
1	55075000	0.72
1	55125000	0.11
1	55175000	0.20
1	55225000	0.59
1	55275000	0.60
1	55325000	0.96
1	55375000	0.36
1	55425000	0.38
1	55475000	0.33
1	55525000	0.16
1	55575000	0.61
1	55625000	0.48
1	55675000	0.28
1	55725000	0.38
1	55775000	0.26
1	55825000	0.50
1	55875000	0.57
1	55925000	0.50
1	55975000	1.13
1	56025000	0.73
1	56075000	0.52
1	56125000	0.39
1	56175000	0.50
1	56225000	1.08
1	56275000	1.41
1	56325000	0.60
1	56375000	0.91
1	56425000	1.24
1	56475000	0.32
1	56525000	0.18
1	56575000	0.40
1	56625000	0.46
1	56675000	0.27
1	56725000	0.70
1	56775000	0.84
1	56825000	2.09
1	56875000	4.99
1	56925000	3.91
1	56975000	3.92
1	57025000	3.95
1	57075000	2.76
1	57125000	3.75
1	57175000	3.08
1	57225000	2.80
1	57275000	2.82
1	57325000	3.62
1	57375000	4.93
1	57425000	5.17
1	57475000	2.77
1	57525000	4.78
1	57575000	2.92
1	57625000	5.26
1	57675000	2.10
1	57725000	4.03
1	57775000	3.98
1	57825000	4.37
1	57875000	3.44
1	57925000	4.66
1	57975000	3.36
1	58025000	3.92
1	58075000	2.64
1	58125000	2.20
1	58175000	3.10
1	58225000	2.96
1	58275000	2.67
1	58325000	4.08
1	58375000	2.80
1	58425000	1.50
1	58475000	1.39
1	58525000	0.18
1	58575000	0.76
1	58625000	0.81
1	58675000	0.17
1	58725000	0.26
1	58775000	0.42
1	58825000	0.28
1	58875000	0.19
1	58925000	0.45
1	58975000	0.63
1	59025000	0.45
1	59075000	0.16
1	59125000	0.16
1	59175000	0.35
1	59225000	0.46
1	59275000	0.63
1	59325000	0.36
1	59375000	0.51
1	59425000	0.44
1	59475000	0.58
1	59525000	0.61
1	59575000	0.52
1	59625000	0.44
1	59675000	0.25
1	59725000	0.25
1	59775000	1.14
1	59825000	3.41
1	59875000	3.69
1	59925000	4.39
1	59975000	2.21
1	60025000	0.66
1	60075000	1.05
1	60125000	1.04
1	60175000	1.50
1	60225000	0.94
1	60275000	0.83
1	60325000	1.81
1	60375000	0.97
1	60425000	0.75
1	60475000	0.80
1	60525000	0.80
1	60575000	0.55
1	60625000	1.22
1	60675000	1.17
1	60725000	0.90
1	60775000	2.60
1	60825000	3.42
1	60875000	0.67
1	60925000	0.75
1	60975000	0.51
1	61025000	1.15
1	61075000	0.65
1	61125000	0.55
1	61175000	0.32
1	61225000	0.47
1	61275000	0.58
1	61325000	0.71
1	61375000	0.31
1	61425000	0.75
1	61475000	1.34
1	61525000	1.35
1	61575000	2.11
1	61625000	0.77
1	61675000	0.31
1	61725000	0.26
1	61775000	0.16
1	61825000	0.00
1	61875000	0.25
1	61925000	0.25
1	61975000	0.71
1	62025000	0.27
1	62075000	0.23
1	62125000	0.20
1	62175000	1.76
1	62225000	0.65
1	62275000	3.69
1	62325000	3.12
1	62375000	1.50
1	62425000	1.13
1	62475000	0.22
1	62525000	0.19
1	62575000	0.20
1	62625000	0.05
1	62675000	0.47
1	62725000	0.65
1	62775000	1.29
1	62825000	0.26
1	62875000	2.11
1	62925000	6.12
1	62975000	6.13
1	63025000	3.49
1	63075000	5.50
1	63125000	2.79
1	63175000	4.43
1	63225000	3.39
1	63275000	3.24
1	63325000	2.97
1	63375000	1.75
1	63425000	0.54
1	63475000	0.11
1	63525000	0.40
1	63575000	0.08
1	63625000	0.46
1	63675000	0.70
1	63725000	1.09
1	63775000	0.63
1	63825000	0.31
1	63875000	0.16
1	63925000	0.19
1	63975000	0.40
1	64025000	0.13
1	64075000	0.40
1	64125000	0.62
1	64175000	0.40
1	64225000	0.66
1	64275000	1.94
1	64325000	2.97
1	64375000	3.15
1	64425000	3.02
1	64475000	1.28
1	64525000	0.51
1	64575000	0.29
1	64625000	0.36
1	64675000	0.17
1	64725000	2.65
1	64775000	0.30
1	64825000	0.38
1	64875000	0.16
1	64925000	0.16
1	64975000	0.45
1	65025000	0.77
1	65075000	1.35
1	65125000	2.22
1	65175000	0.88
1	65225000	0.75
1	65275000	0.34
1	65325000	0.23
1	65375000	0.28
1	65425000	0.40
1	65475000	0.43
1	65525000	0.57
1	65575000	0.34
1	65625000	0.65
1	65675000	0.70
1	65725000	0.77
1	65775000	0.41
1	65825000	0.24
1	65875000	0.67
1	65925000	0.58
1	65975000	0.53
1	66025000	1.04
1	66075000	1.05
1	66125000	0.83
1	66175000	1.22
1	66225000	0.75
1	66275000	0.49
1	66325000	0.51
1	66375000	0.70
1	66425000	0.95
1	66475000	0.24
1	66525000	0.35
1	66575000	0.22
1	66625000	0.38
1	66675000	0.33
1	66725000	0.22
1	66775000	0.96
1	66825000	0.64
1	66875000	0.26
1	66925000	0.22
1	66975000	0.24
1	67025000	0.20
1	67075000	0.56
1	67125000	0.53
1	67175000	1.63
1	67225000	1.22
1	67275000	0.73
1	67325000	1.02
1	67375000	0.33
1	67425000	0.46
1	67475000	1.05
1	67525000	0.65
1	67575000	0.29
1	67625000	0.59
1	67675000	0.29
1	67725000	0.50
1	67775000	0.13
1	67825000	0.18
1	67875000	0.39
1	67925000	0.43
1	67975000	0.45
1	68025000	0.84
1	68075000	1.21
1	68125000	0.75
1	68175000	0.23
1	68225000	0.78
1	68275000	0.57
1	68325000	1.16
1	68375000	1.50
1	68425000	2.29
1	68475000	0.48
1	68525000	0.68
1	68575000	3.12
1	68625000	0.69
1	68675000	0.73
1	68725000	0.29
1	68775000	0.29
1	68825000	0.40
1	68875000	0.50
1	68925000	0.46
1	68975000	0.36
1	69025000	0.30
1	69075000	0.40
1	69125000	0.35
1	69175000	0.29
1	69225000	0.40
1	69275000	0.29
1	69325000	0.17
1	69375000	0.38
1	69425000	0.48
1	69475000	0.28
1	69525000	0.13
1	69575000	0.36
1	69625000	0.27
1	69675000	0.21
1	69725000	0.57
1	69775000	1.53
1	69825000	0.80
