#Chr 	 Coordinate 	 H3K4me3
1	5675000	0.276420065
1	5725000	0.10774742
1	5775000	0.234460057
1	5825000	0.162819482
1	5875000	0.199603662
1	5925000	0.163340504
1	5975000	1.689478813
1	6025000	0.760320029
1	6075000	0.292345636
1	6125000	0.188610086
1	6175000	0.957618619
1	6225000	3.40185077
1	6275000	0.856179528
1	6325000	0.412962308
1	6375000	1.771623497
1	6425000	1.21218838
1	6475000	2.264943732
1	6525000	1.216730335
1	6575000	2.75604528
1	6625000	6.871369926
1	6675000	1.120185409
1	6725000	0.712955016
1	6775000	1.993816477
1	6825000	0.503255571
1	6875000	0.417078387
1	6925000	0.223831201
1	6975000	0.223831211
1	7025000	0.304937706
1	7075000	0.10467339
1	7125000	0.307924224
1	7175000	0.361693728
1	7225000	0.401499831
1	7275000	0.449642286
1	7325000	0.344499993
1	7375000	0.0373052
1	7425000	0.321887603
1	7475000	0.200385195
1	7525000	0.123189485
1	7575000	0.391459762
1	7625000	0.383264034
1	7675000	0.303826907
1	7725000	0.513103335
1	7775000	2.901526926
1	7825000	0.237429881
1	7875000	0.669044822
1	7925000	0.289271615
1	7975000	1.591933371
1	8025000	4.935982837
1	8075000	1.20121774
1	8125000	0.898138586
1	8175000	0.718769134
1	8225000	0.77116544
1	8275000	0.492105877
1	8325000	0.678240936
1	8375000	1.276489565
1	8425000	5.010092968
1	8475000	0.586429486
1	8525000	1.505061795
1	8575000	0.174073567
1	8625000	0.612549431
1	8675000	1.494645582
1	8725000	1.845894186
1	8775000	0.122613252
1	8825000	3.123529581
1	8875000	4.692947575
1	8925000	0.264846154
1	8975000	0.209450981
1	9025000	0.198561617
1	9075000	0.699472499
1	9125000	1.379582774
1	9175000	1.324458451
1	9225000	2.263256391
1	9275000	2.37529144
1	9325000	1.664580112
1	9375000	0.350022811
1	9425000	1.195088415
1	9475000	0.324146758
1	9525000	0.997133655
1	9575000	1.579012433
1	9625000	0.35171618
1	9675000	2.021337979
1	9725000	0.184285617
1	9775000	0.39717538
1	9825000	2.979853175
1	9875000	1.16091985
1	9925000	3.099730971
1	9975000	0.397227527
1	10025000	2.935702622
1	10075000	0.951126453
1	10125000	0.559526047
1	10175000	0.200124681
1	10225000	2.936232312
1	10275000	0.335772853
1	10325000	0.295002855
1	10375000	2.088400793
1	10425000	1.510705705
1	10475000	2.611105168
1	10525000	2.133640822
1	10575000	0.386963315
1	10625000	0.206168566
1	10675000	0.795516357
1	10725000	0.349345486
1	10775000	0.860364863
1	10825000	0.55018317
1	10875000	0.382847295
1	10925000	0.417130518
1	10975000	0.438075644
1	11025000	1.685040008
1	11075000	2.922781792
1	11125000	0.147709963
1	11175000	0.538685074
1	11225000	0.213046038
1	11275000	3.131471
1	11325000	0.177095497
1	11375000	0.274735084
1	11425000	0.198353207
1	11475000	0.34329537
1	11525000	0.170641072
1	11575000	0.349345477
1	11625000	0.088209082
1	11675000	2.158566466
1	11725000	1.234928652
1	11775000	0.6017642
1	11825000	3.053401009
1	11875000	0.252070612
1	11925000	2.589208559
1	11975000	1.240139016
1	12025000	1.301065051
1	12075000	0.672535717
1	12125000	0.48079942
1	12175000	0.841901371
1	12225000	1.640670128
1	12275000	0.289740534
1	12325000	0.197988497
1	12375000	0.261136398
1	12425000	0.910384554
1	12475000	0.968076409
1	12525000	0.581252538
1	12575000	0.943729995
1	12625000	5.090185137
1	12675000	0.249569702
1	12725000	0.200124684
1	12775000	0.273067809
1	12825000	0.698587189
1	12875000	0.188297477
1	12925000	0.222059725
1	12975000	0
1	13025000	0.149220799
1	13075000	0.131193456
1	13125000	0.269472757
1	13175000	0.139112965
1	13225000	0.347244718
1	13275000	0.228676707
1	13325000	0.12686894
1	13375000	0.263272589
1	13425000	0.174281973
1	13475000	0.141249157
1	13525000	0.184389807
1	13575000	0.200124681
1	13625000	0.237429881
1	13675000	0.574635655
1	13725000	0.515942692
1	13775000	1.568131291
1	13825000	0.155525172
1	13875000	0.200124681
1	13925000	0.140623932
1	13975000	0.07810125
1	14025000	0.290938878
1	14075000	0.171312146
1	14125000	0.095816009
1	14175000	0.143229042
1	14225000	0.145104722
1	14275000	0.254902883
1	14325000	0.25576987
1	14375000	0.200124684
1	14425000	0.261761627
1	14475000	0.698066045
1	14525000	0.610481939
1	14575000	0.78780539
1	14625000	0.879330485
1	14675000	0.206481158
1	14725000	0.40024938
1	14775000	0.072005288
1	14825000	0.536846948
1	14875000	0.241543875
1	14925000	1.306082714
1	14975000	0.715426471
1	15025000	0.247266821
1	15075000	0.427186221
1	15125000	1.086256034
1	15175000	2.096325065
1	15225000	0.349172507
1	15275000	0.21038882
1	15325000	0.16620613
1	15375000	0.417443205
1	15425000	2.078828719
1	15475000	0.283123541
1	15525000	3.052429129
1	15575000	0.282029394
1	15625000	2.727347432
1	15675000	2.535020316
1	15725000	0.350908658
1	15775000	1.982318365
1	15825000	4.61034062
1	15875000	2.366574019
1	15925000	0.813993367
1	15975000	2.253528014
1	16025000	0.45021547
1	16075000	0.946228954
1	16125000	3.058066495
1	16175000	5.214792205
1	16225000	2.010662463
1	16275000	0.699993591
1	16325000	0.961860011
1	16375000	4.977765981
1	16425000	1.464230694
1	16475000	0.730192523
1	16525000	2.864781363
1	16575000	0.451986891
1	16625000	9.435077397
1	16675000	1.407169455
1	16725000	0.913085012
1	16775000	1.023627142
1	16825000	0.038764062
1	16875000	2.635806073
1	16925000	2.163515869
1	16975000	1.082912035
1	17025000	1.275029292
1	17075000	1.362788511
1	17125000	0.310841932
1	17175000	0.477256478
1	17225000	0.614603219
1	17275000	0.548823128
1	17325000	0.092898284
1	17375000	0.189287419
1	17425000	2.104602201
1	17475000	0.223831204
1	17525000	1.531125631
1	17575000	1.660922064
1	17625000	0.125878998
1	17675000	0.223831245
1	17725000	0.05246695
1	17775000	0.228885115
1	17825000	0.240920734
1	17875000	0.652094938
1	17925000	0.236683778
1	17975000	0.237429881
1	18025000	0.140676032
1	18075000	0.222268131
1	18125000	0.200124681
1	18175000	0.151148581
1	18225000	0.064502566
1	18275000	0.310112506
1	18325000	0.208304735
1	18375000	0.148474693
1	18425000	0.262595314
1	18475000	0.464751983
1	18525000	0.15722266
1	18575000	0.345755634
1	18625000	0.110717248
1	18675000	0.398304906
1	18725000	0.388943186
1	18775000	0.297301616
1	18825000	0.21531561
1	18875000	0.539881443
1	18925000	2.867341838
1	18975000	2.340318633
1	19025000	0.406032752
1	19075000	0.264714783
1	19125000	0.074610399
1	19175000	0.074610399
1	19225000	4.79336831
1	19275000	1.759919302
1	19325000	2.321626028
1	19375000	0.555722443
1	19425000	0.838433437
1	19475000	2.413723042
1	19525000	0.538476597
1	19575000	1.56906005
1	19625000	0.926986735
1	19675000	0.451622177
1	19725000	0.274735087
1	19775000	0.732818149
1	19825000	0.637366993
1	19875000	1.583440407
1	19925000	0.266570665
1	19975000	0.345909859
1	20025000	0.345177304
1	20075000	0.306100623
1	20125000	0.180013219
1	20175000	0.461261091
1	20225000	0.298337404
1	20275000	0.436808471
1	20325000	0.36294416
1	20375000	0.607199457
1	20425000	0.528300125
1	20475000	2.931113819
1	20525000	2.148288097
1	20575000	0.413848047
1	20625000	1.80732336
1	20675000	2.152553305
1	20725000	1.757549162
1	20775000	2.790754741
1	20825000	0.422949291
1	20875000	0.149220799
1	20925000	0.139373479
1	20975000	0.273988972
1	21025000	0.906318522
1	21075000	0.612253486
1	21125000	0.362475346
1	21175000	2.724584449
1	21225000	0.78124713
1	21275000	1.670304493
1	21325000	2.671544777
1	21375000	0.860711545
1	21425000	1.898330121
1	21475000	0.245662032
1	21525000	0.404365443
1	21575000	0.433438518
1	21625000	0.243784269
1	21675000	0.443306729
1	21725000	0.155212607
1	21775000	2.620970742
1	21825000	0.239930788
1	21875000	0.212733425
1	21925000	1.957024856
1	21975000	0.209408258
1	22025000	1.878217059
1	22075000	2.033121889
1	22125000	0.774843747
1	22175000	0.364390525
1	22225000	0.286095455
1	22275000	0.154847881
1	22325000	0.237429884
1	22375000	0.274735087
1	22425000	1.914236945
1	22475000	0.912206291
1	22525000	0.236075252
1	22575000	0.154066308
1	22625000	0.05481155
1	22675000	0.279580591
1	22725000	2.050068077
1	22775000	0.372999907
1	22825000	0.452924754
1	22875000	0.307611595
1	22925000	0.290990978
1	22975000	0.274787206
1	23025000	3.471333113
1	23075000	0.53540295
1	23125000	1.292865617
1	23175000	3.380503214
1	23225000	1.254745928
1	23275000	0.503151338
1	23325000	4.842700812
1	23375000	3.476409026
1	23425000	0.627427741
1	23475000	1.266885601
1	23525000	1.170738002
1	23575000	4.049754878
1	23625000	0.889385606
1	23675000	1.542227492
1	23725000	2.814403262
1	23775000	4.842585489
1	23825000	2.427191164
1	23875000	1.155420411
1	23925000	0.352386172
1	23975000	5.801594574
1	24025000	0.642134089
1	24075000	0.519225047
1	24125000	0.353930556
1	24175000	1.198612419
1	24225000	0.338508233
1	24275000	0.467200766
1	24325000	0.529932315
1	24375000	0.374146178
1	24425000	3.894922799
1	24475000	0.782055104
1	24525000	0.596883545
1	24575000	0.390245773
1	24625000	2.405227644
1	24675000	1.476133176
1	24725000	1.840021945
1	24775000	2.221314868
1	24825000	0.496595819
1	24875000	0.478741439
1	24925000	0.484655082
1	24975000	0.399936766
1	25025000	0.533995816
1	25075000	0.497941113
1	25125000	0.336684646
1	25175000	0.136978861
1	25225000	3.93668436
1	25275000	0.527926074
1	25325000	3.879483131
1	25375000	0.139373477
1	25425000	2.6748313
1	25475000	0.183087251
1	25525000	0.369665349
1	25575000	0.454487791
1	25625000	0.932734749
1	25675000	0.441201728
1	25725000	0.748050578
1	25775000	0.242233735
1	25825000	2.697275874
1	25875000	2.556242
1	25925000	2.983550481
1	25975000	0.777895719
1	26025000	2.477109777
1	26075000	0.427446828
1	26125000	2.231280153
1	26175000	1.122647926
1	26225000	2.427583829
1	26275000	2.265303082
1	26325000	2.393464498
1	26375000	0.474859768
1	26425000	1.493010354
1	26475000	2.002499114
1	26525000	2.565259803
1	26575000	0.346636199
1	26625000	1.581635375
1	26675000	4.147131563
1	26725000	3.075461291
1	26775000	1.866895446
1	26825000	1.619651393
1	26875000	1.741312597
1	26925000	2.469667208
1	26975000	1.501185072
1	27025000	0.524240363
1	27075000	0.198196899
1	27125000	0.754544643
1	27175000	1.896418574
1	27225000	1.433994388
1	27275000	0.511106247
1	27325000	2.093957813
1	27375000	2.289010055
1	27425000	0.721199313
1	27475000	2.545717664
1	27525000	0.735084459
1	27575000	2.886185048
1	27625000	2.994556045
1	27675000	1.893969865
1	27725000	1.552266598
1	27775000	2.065386477
1	27825000	1.659562614
1	27875000	0.486947526
1	27925000	1.785545036
1	27975000	1.563901647
1	28025000	0.298337396
1	28075000	3.954458881
1	28125000	0.619026697
1	28175000	0.31360335
1	28225000	4.262086491
1	28275000	1.904514318
1	28325000	1.144376105
1	28375000	1.570310572
1	28425000	2.706210578
1	28475000	0.494919243
1	28525000	3.792978691
1	28575000	4.264467846
1	28625000	3.142756692
1	28675000	1.437316398
1	28725000	2.380839107
1	28775000	0.565022746
1	28825000	0.200124684
1	28875000	1.367199103
1	28925000	0.971340891
1	28975000	0.332103963
1	29025000	0.223831198
1	29075000	0.080341645
1	29125000	0.836885348
1	29175000	2.876915058
1	29225000	1.341685304
1	29275000	0.703624061
1	29325000	0.200124684
1	29375000	0.237429881
1	29425000	0.200124681
1	29475000	0.130724506
1	29525000	0.157609261
1	29575000	0.377655775
1	29625000	0.250282473
1	29675000	0.267893016
1	29725000	0.390662624
1	29775000	0.093784021
1	29825000	0.176418165
1	29875000	0.065544611
1	29925000	0.347332249
1	29975000	0.273988981
1	30025000	0.122544455
1	30075000	0.219663022
1	30125000	0.146250971
1	30175000	0.169280159
1	30225000	0.136299445
1	30275000	0.182132736
1	30325000	0.125514282
1	30375000	0.298285337
1	30425000	0.102120379
1	30475000	0.182826739
1	30525000	0.329181919
1	30575000	0.308705743
1	30625000	0.237325678
1	30675000	0.464699837
1	30725000	0.803833501
1	30775000	0.583232464
1	30825000	1.561149882
1	30875000	0.4796459
1	30925000	0.738601427
1	30975000	0.465794003
1	31025000	0.612930723
1	31075000	3.073824528
1	31125000	0.543596314
1	31175000	1.603192466
1	31225000	0.488953478
1	31275000	3.071232031
1	31325000	0.723195878
1	31375000	0.626894126
1	31425000	1.222918359
1	31475000	0.483309708
1	31525000	0.846062272
1	31575000	0.975728084
1	31625000	1.399711312
1	31675000	1.051344747
1	31725000	0.921388587
1	31775000	6.173688619
1	31825000	0.788915905
1	31875000	0.323104709
1	31925000	2.877053681
1	31975000	0.176418165
1	32025000	2.947426359
1	32075000	2.792348
1	32125000	3.101393231
1	32175000	2.572133792
1	32225000	4.097733218
1	32275000	1.450572261
1	32325000	1.94481926
1	32375000	3.219245814
1	32425000	0.96029681
1	32475000	1.296773035
1	32525000	1.737923379
1	32575000	0.224248021
1	32625000	1.033760919
1	32675000	3.901479254
1	32725000	2.937328033
1	32775000	2.849349221
1	32825000	4.378302159
1	32875000	1.049258137
1	32925000	0.541442268
1	32975000	3.529826517
1	33025000	2.66028994
1	33075000	2.085887539
1	33125000	0.974739631
1	33175000	1.653693548
1	33225000	0.399638726
1	33275000	1.377744802
1	33325000	3.495576904
1	33375000	1.883531079
1	33425000	2.076001127
1	33475000	1.648620369
1	33525000	0.293283478
1	33575000	0.267544976
1	33625000	0.299900463
1	33675000	0.0373052
1	33725000	0.304537564
1	33775000	0.195435516
1	33825000	0.087342101
1	33875000	0.269212247
1	33925000	0.243890562
1	33975000	0.260042252
1	34025000	0.213879671
1	34075000	0.230656591
1	34125000	0.243109025
1	34175000	0.114312303
1	34225000	0.212420811
1	34275000	0.125514282
1	34325000	0.184129298
1	34375000	0.096493338
1	34425000	0.207835812
1	34475000	0.088209082
1	34525000	0.378210157
1	34575000	0.283175647
1	34625000	0.237429884
1	34675000	0.273276221
1	34725000	0.177147596
1	34775000	0.18725543
1	34825000	0.321627251
1	34875000	1.927524153
1	34925000	0.24644357
1	34975000	2.228206093
1	35025000	1.372582331
1	35075000	1.371644918
1	35125000	0.182305846
1	35175000	4.016720203
1	35225000	0.579533707
1	35275000	2.264775921
1	35325000	0.268614159
1	35375000	0.301567731
1	35425000	0.440491164
1	35475000	0.480538942
1	35525000	1.278640237
1	35575000	2.717902255
1	35625000	3.075625761
1	35675000	0.458560393
1	35725000	1.908930027
1	35775000	2.01480522
1	35825000	1.19227526
1	35875000	1.370185951
1	35925000	2.173811771
1	35975000	0.091699932
1	36025000	0.386650895
1	36075000	1.521769731
1	36125000	1.992816915
1	36175000	4.717123242
1	36225000	3.37235623
1	36275000	0.170895343
1	36325000	0.747276409
1	36375000	4.248564195
1	36425000	1.504670225
1	36475000	1.865522315
1	36525000	0.107122193
1	36575000	0.259677535
1	36625000	0.15547307
1	36675000	0.223831204
1	36725000	0.221069782
1	36775000	0.274735084
1	36825000	0.261865832
1	36875000	0.174213199
1	36925000	0.273972303
1	36975000	0.237429881
1	37025000	0.158599204
1	37075000	0.259469126
1	37125000	0.15088807
1	37175000	0.186526001
1	37225000	0.095920213
1	37275000	0.372270488
1	37325000	0.401030901
1	37375000	0.162819482
1	37425000	0.348251333
1	37475000	5.033219612
1	37525000	3.079722549
1	37575000	3.599623781
1	37625000	0.362944169
1	37675000	3.535083204
1	37725000	0.617663963
1	37775000	0.931796753
1	37825000	2.496957876
1	37875000	1.788645366
1	37925000	1.37960802
1	37975000	1.663407187
1	38025000	4.788536652
1	38075000	0.69577338
1	38125000	0.444953218
1	38175000	0.111915599
1	38225000	0.286633143
1	38275000	0.167977603
1	38325000	0.140780237
1	38375000	0.074610399
1	38425000	0.186526001
1	38475000	0.074610399
1	38525000	0.339393968
1	38575000	0.086385504
1	38625000	0.212577115
1	38675000	0.272911506
1	38725000	0.432761162
1	38775000	0.213202342
1	38825000	0.397284841
1	38875000	4.987280912
1	38925000	1.228311415
1	38975000	3.0493941
1	39025000	1.555826848
1	39075000	0.870741179
1	39125000	6.490477308
1	39175000	4.511765487
1	39225000	3.809771922
1	39275000	1.630072058
1	39325000	0.186526001
1	39375000	1.382586091
1	39425000	4.012133487
1	39475000	0.453758513
1	39525000	0.344187379
1	39575000	2.427515123
1	39625000	0.368883857
1	39675000	0.303843566
1	39725000	1.243342815
1	39775000	0.329416414
1	39825000	0.555409822
1	39875000	2.55504367
1	39925000	1.36139829
1	39975000	1.455807464
1	40025000	3.046009358
1	40075000	1.139453698
1	40125000	1.092274642
1	40175000	2.625537732
1	40225000	0.609975677
1	40275000	3.575192181
1	40325000	0.684024247
1	40375000	2.396575005
1	40425000	1.660431037
1	40475000	0.952481355
1	40525000	2.430746969
1	40575000	0.547569465
1	40625000	0.352827996
1	40675000	2.470585734
1	40725000	3.457071918
1	40775000	0.526024156
1	40825000	0.291564102
1	40875000	0.971012743
1	40925000	0.422340804
1	40975000	1.095346134
1	41025000	0.335746811
1	41075000	0.207366907
1	41125000	0.72470286
1	41175000	0.421688392
1	41225000	1.158216872
1	41275000	0.435385189
1	41325000	0.235606312
1	41375000	1.235972456
1	41425000	0.563746174
1	41475000	0.634709555
1	41525000	0.673786236
1	41575000	0.080550054
1	41625000	0.681151304
1	41675000	1.256256385
1	41725000	0.362900445
1	41775000	0.7335766
1	41825000	0.312404999
1	41875000	1.261675013
1	41925000	1.570520551
1	41975000	0.901299387
1	42025000	1.395206589
1	42075000	0.382039633
1	42125000	0.122336046
1	42175000	0.1119156
1	42225000	0.784295172
1	42275000	0.534379421
1	42325000	2.857690143
1	42375000	0.409194278
1	42425000	0.203146612
1	42475000	1.619078401
1	42525000	0.341478046
1	42575000	0.133381722
1	42625000	0.342624292
1	42675000	5.861159712
1	42725000	0.214713347
1	42775000	4.043573811
1	42825000	2.14727399
1	42875000	1.344571361
1	42925000	2.543752457
1	42975000	6.472512791
1	43025000	0.120147752
1	43075000	0.309174678
1	43125000	0.610430269
1	43175000	2.145659961
1	43225000	0.537001143
1	43275000	0.35070014
1	43325000	0.586807789
1	43375000	8.419732182
1	43425000	0.405355381
1	43475000	1.56859097
1	43525000	1.636428391
1	43575000	0.111811444
1	43625000	0.701994615
1	43675000	2.049075781
1	43725000	2.837978233
1	43775000	0.552969461
1	43825000	0.981460374
1	43875000	0.819776895
1	43925000	1.990672849
1	43975000	6.505785045
1	44025000	2.189998266
1	44075000	1.130863326
1	44125000	0.1445837
1	44175000	0.318763556
1	44225000	1.928272162
1	44275000	0.214869617
1	44325000	0.808974005
1	44375000	0.719447892
1	44425000	2.204951543
1	44475000	0.628753308
1	44525000	0.186525998
1	44575000	0.533943754
1	44625000	2.044805071
1	44675000	2.255128404
1	44725000	2.454630327
1	44775000	3.512122009
1	44825000	2.276061319
1	44875000	0.33032818
1	44925000	0.788082115
1	44975000	1.642046992
1	45025000	3.064664789
1	45075000	0.624549523
1	45125000	0.509474423
1	45175000	0.510549866
1	45225000	1.025945787
1	45275000	0.74992245
1	45325000	3.313307953
1	45375000	0.533545672
1	45425000	0.075860853
1	45475000	2.4198764
1	45525000	2.938950287
1	45575000	5.417909885
1	45625000	0.111915599
1	45675000	4.661660691
1	45725000	0.865237326
1	45775000	0.760528426
1	45825000	2.641820347
1	45875000	1.265939102
1	45925000	0.244255274
1	45975000	0.413743939
1	46025000	0.274787185
1	46075000	0.695252431
1	46125000	5.065415498
1	46175000	1.867472688
1	46225000	3.373277944
1	46275000	3.358053084
1	46325000	3.766470533
1	46375000	0.219402661
1	46425000	0.371124276
1	46475000	0.317171343
1	46525000	0.563646201
1	46575000	0.236394088
1	46625000	2.894405383
1	46675000	2.027334581
1	46725000	1.474061393
1	46775000	0.089199025
1	46825000	0.358463423
1	46875000	0.180898957
1	46925000	0.201428283
1	46975000	0.269784325
1	47025000	0.393111357
1	47075000	0.297764274
1	47125000	0.39149619
1	47175000	0.918354576
1	47225000	0.273988978
1	47275000	0.094148737
1	47325000	5.643186859
1	47375000	0.192465653
1	47425000	1.946124722
1	47475000	0.255926174
1	47525000	0.35075224
1	47575000	0.336788845
1	47625000	0.237429884
1	47675000	0.265669292
1	47725000	0.433021674
1	47775000	0.200124681
1	47825000	0.056478822
1	47875000	0.343770544
1	47925000	0.215807457
1	47975000	0.221747109
1	48025000	0.125514282
1	48075000	0.137706205
1	48125000	0.223831198
1	48175000	0.201531445
1	48225000	0.347853274
1	48275000	0.125514282
1	48325000	0.162819482
1	48375000	0.168029705
1	48425000	0.277913317
1	48475000	1.503342382
1	48525000	0.156150397
1	48575000	0.162819485
1	48625000	0.412128672
1	48675000	0.444640461
1	48725000	0.467773867
1	48775000	0.184754522
1	48825000	0.269472761
1	48875000	0.130776608
1	48925000	0.120668774
1	48975000	0.240783212
1	49025000	0.186666673
1	49075000	0.214191239
1	49125000	0.198770023
1	49175000	0.203042407
1	49225000	0.232375967
1	49275000	0.127650474
1	49325000	0.208096323
1	49375000	0.313830507
1	49425000	0.354678672
1	49475000	0.219350421
1	49525000	0.283852977
1	49575000	0.22831199
1	49625000	0.143671912
1	49675000	0.20666351
1	49725000	0.179440127
1	49775000	0.23591893
1	49825000	0.272234176
1	49875000	0.192517755
1	49925000	0.164434651
1	49975000	0.170686922
1	50025000	0.09044948
1	50075000	0.196008641
1	50125000	0.326264196
1	50175000	0.185033816
1	50225000	0.223831201
1	50275000	0.111915599
1	50325000	0.189391624
1	50375000	0.274735084
1	50425000	0.409471475
1	50475000	0.152711649
1	50525000	0.279372185
1	50575000	0.054082119
1	50625000	0.338664523
1	50675000	0.386390197
1	50725000	0.302192959
1	50775000	0.216432683
1	50825000	0.461782102
1	50875000	0.292241464
1	50925000	0.257489241
1	50975000	12.52311892
1	51025000	0.294898648
1	51075000	0.980356156
1	51125000	0.349345504
1	51175000	0.284842917
1	51225000	3.690040175
1	51275000	1.270375762
1	51325000	0.572968272
1	51375000	0.162819482
1	51425000	0.271140029
1	51475000	0.146303074
1	51525000	2.905467114
1	51575000	0.965610824
1	51625000	2.430883136
1	51675000	1.771268463
1	51725000	3.61657829
1	51775000	0.243473757
1	51825000	0.227322049
1	51875000	2.95675203
1	51925000	0.851168753
1	51975000	1.24914422
1	52025000	3.261499086
1	52075000	3.686343185
1	52125000	2.335274907
1	52175000	0.185223445
1	52225000	0.421298697
1	52275000	0.128171499
1	52325000	0.23494773
1	52375000	1.529585169
1	52425000	3.122958384
1	52475000	0.228155683
1	52525000	0.758835984
1	52575000	3.117089221
1	52625000	0.279772326
1	52675000	0.943102921
1	52725000	2.829501726
1	52775000	0.290626294
1	52825000	0.349345599
1	52875000	0.137914614
1	52925000	1.792460209
1	52975000	0.233834872
1	53025000	2.570015924
1	53075000	0.328191977
1	53125000	0.459072856
1	53175000	1.520500873
1	53225000	2.620641049
1	53275000	0.191944631
1	53325000	2.13850511
1	53375000	0.312040307
1	53425000	0.772642985
1	53475000	0.372218369
1	53525000	0.327202036
1	53575000	0.259573333
1	53625000	0.369561187
1	53675000	1.055835791
1	53725000	3.407245035
1	53775000	0.525399105
1	53825000	2.682850104
1	53875000	1.208637602
1	53925000	2.931862124
1	53975000	1.82311465
1	54025000	0.553679155
1	54075000	3.735746477
1	54125000	0.519511388
1	54175000	0.557112686
1	54225000	2.583490081
1	54275000	0.651017636
1	54325000	0.241650162
1	54375000	0.462663834
1	54425000	2.159663511
1	54475000	0.973132871
1	54525000	0.528936854
1	54575000	0.291936194
1	54625000	0.178710663
1	54675000	0.266659237
1	54725000	1.571111731
1	54775000	1.413274405
1	54825000	0.25535305
1	54875000	2.175601781
1	54925000	0.528596049
1	54975000	0.576008977
1	55025000	0.412112018
1	55075000	0.425033346
1	55125000	0.3195785
1	55175000	0.160683291
1	55225000	4.201840557
1	55275000	0.167612887
1	55325000	0.523575496
1	55375000	0.237429884
1	55425000	0.577996202
1	55475000	0.325560811
1	55525000	0.475384993
1	55575000	0.401637416
1	55625000	0.360705843
1	55675000	0.515186906
1	55725000	0.583007334
1	55775000	0.341686449
1	55825000	0.166622944
1	55875000	0.338005951
1	55925000	0.159901758
1	55975000	0.264731455
1	56025000	0.121815023
1	56075000	0.268245227
1	56125000	0.492710019
1	56175000	0.783513822
1	56225000	0.159432837
1	56275000	0.240816529
1	56325000	0.579898058
1	56375000	0.447662422
1	56425000	0.149220802
1	56475000	0.179383825
1	56525000	0.304837717
1	56575000	3.119554886
1	56625000	2.624477914
1	56675000	0.63292156
1	56725000	0.259644215
1	56775000	0.30204293
1	56825000	0.405263786
1	56875000	0.285728658
1	56925000	0.153597386
1	56975000	0.240495575
1	57025000	0.173954769
1	57075000	0.200010059
1	57125000	0.237429884
1	57175000	0.312040286
1	57225000	0.274735084
1	57275000	0.200124681
1	57325000	0.233313802
1	57375000	0.298441597
1	57425000	1.25490168
1	57475000	0.579168438
1	57525000	0.088209082
1	57575000	0.199378579
1	57625000	0.162819482
1	57675000	0.138123023
1	57725000	0.223831198
1	57775000	0.118376277
1	57825000	0.602041405
1	57875000	0.598527593
1	57925000	0.244088608
1	57975000	0.114208163
1	58025000	0.291746485
1	58075000	0.044000338
1	58125000	0.0373052
1	58175000	0.298441597
1	58225000	0.174855098
