#Chr 	 Coordinate 	 H3K4me27
1	5675000	0.20
1	5725000	0.34
1	5775000	0.32
1	5825000	0.60
1	5875000	0.78
1	5925000	1.61
1	5975000	1.48
1	6025000	0.70
1	6075000	0.68
1	6125000	0.67
1	6175000	0.85
1	6225000	1.38
1	6275000	1.16
1	6325000	0.64
1	6375000	1.04
1	6425000	0.88
1	6475000	1.25
1	6525000	1.43
1	6575000	1.45
1	6625000	2.51
1	6675000	1.13
1	6725000	0.88
1	6775000	1.35
1	6825000	1.83
1	6875000	1.26
1	6925000	0.47
1	6975000	0.89
1	7025000	0.43
1	7075000	0.66
1	7125000	0.75
1	7175000	0.62
1	7225000	1.09
1	7275000	2.67
1	7325000	2.16
1	7375000	1.05
1	7425000	1.58
1	7475000	2.58
1	7525000	1.58
1	7575000	0.98
1	7625000	0.39
1	7675000	0.94
1	7725000	0.76
1	7775000	1.29
1	7825000	1.60
1	7875000	1.08
1	7925000	0.92
1	7975000	1.31
1	8025000	2.34
1	8075000	2.42
1	8125000	1.21
1	8175000	1.61
1	8225000	0.97
1	8275000	0.48
1	8325000	0.50
1	8375000	2.07
1	8425000	4.28
1	8475000	0.88
1	8525000	1.74
1	8575000	1.17
1	8625000	0.87
1	8675000	1.44
1	8725000	2.08
1	8775000	0.66
1	8825000	1.39
1	8875000	2.14
1	8925000	0.97
1	8975000	0.51
1	9025000	0.32
1	9075000	0.55
1	9125000	0.77
1	9175000	0.99
1	9225000	0.46
1	9275000	1.49
1	9325000	1.55
1	9375000	0.55
1	9425000	0.99
1	9475000	0.61
1	9525000	0.63
1	9575000	0.99
1	9625000	0.45
1	9675000	0.69
1	9725000	0.79
1	9775000	0.58
1	9825000	0.94
1	9875000	1.11
1	9925000	1.69
1	9975000	0.84
1	10025000	0.71
1	10075000	2.02
1	10125000	1.19
1	10175000	0.80
1	10225000	1.41
1	10275000	1.26
1	10325000	0.63
1	10375000	1.06
1	10425000	1.25
1	10475000	1.08
1	10525000	1.94
1	10575000	1.21
1	10625000	1.03
1	10675000	0.70
1	10725000	0.74
1	10775000	0.25
1	10825000	0.44
1	10875000	0.75
1	10925000	0.93
1	10975000	0.58
1	11025000	1.16
1	11075000	1.42
1	11125000	1.50
1	11175000	1.50
1	11225000	1.90
1	11275000	1.26
1	11325000	0.28
1	11375000	0.44
1	11425000	0.52
1	11475000	0.35
1	11525000	0.41
1	11575000	0.40
1	11625000	0.38
1	11675000	0.80
1	11725000	1.31
1	11775000	1.10
1	11825000	1.78
1	11875000	0.40
1	11925000	1.41
1	11975000	1.11
1	12025000	0.76
1	12075000	0.72
1	12125000	1.10
1	12175000	1.38
1	12225000	0.86
1	12275000	2.39
1	12325000	1.18
1	12375000	0.93
1	12425000	1.23
1	12475000	1.51
1	12525000	0.35
1	12575000	0.89
1	12625000	1.27
1	12675000	0.62
1	12725000	0.38
1	12775000	0.54
1	12825000	0.66
1	12875000	0.78
1	12925000	0.22
1	12975000	0.05
1	13025000	0.31
1	13075000	0.16
1	13125000	0.22
1	13175000	0.16
1	13225000	0.12
1	13275000	0.29
1	13325000	0.21
1	13375000	0.15
1	13425000	0.24
1	13475000	0.34
1	13525000	0.13
1	13575000	0.29
1	13625000	0.06
1	13675000	0.30
1	13725000	0.95
1	13775000	1.69
1	13825000	0.61
1	13875000	0.39
1	13925000	0.58
1	13975000	0.24
1	14025000	0.54
1	14075000	0.33
1	14125000	0.35
1	14175000	0.39
1	14225000	0.46
1	14275000	0.62
1	14325000	1.07
1	14375000	0.67
1	14425000	1.32
1	14475000	0.98
1	14525000	2.41
1	14575000	1.13
1	14625000	0.75
1	14675000	0.66
1	14725000	1.09
1	14775000	1.11
1	14825000	0.50
1	14875000	0.61
1	14925000	0.95
1	14975000	1.79
1	15025000	1.23
1	15075000	1.28
1	15125000	0.71
1	15175000	2.06
1	15225000	0.97
1	15275000	0.72
1	15325000	1.07
1	15375000	0.69
1	15425000	1.99
1	15475000	0.96
1	15525000	1.33
1	15575000	0.66
1	15625000	1.40
1	15675000	2.18
1	15725000	1.50
1	15775000	1.39
1	15825000	1.63
1	15875000	1.92
1	15925000	1.64
1	15975000	1.66
1	16025000	1.24
1	16075000	1.82
1	16125000	2.13
1	16175000	2.49
1	16225000	0.97
1	16275000	1.26
1	16325000	0.71
1	16375000	2.30
1	16425000	1.27
1	16475000	1.25
1	16525000	1.39
1	16575000	1.46
1	16625000	3.94
1	16675000	1.55
1	16725000	1.69
1	16775000	1.19
1	16825000	0.02
1	16875000	1.56
1	16925000	1.57
1	16975000	1.51
1	17025000	1.57
1	17075000	0.71
1	17125000	1.24
1	17175000	2.46
1	17225000	2.46
1	17275000	0.86
1	17325000	0.97
1	17375000	0.59
1	17425000	0.94
1	17475000	0.84
1	17525000	2.33
1	17575000	4.11
1	17625000	1.55
1	17675000	1.10
1	17725000	0.84
1	17775000	0.95
1	17825000	0.57
1	17875000	1.65
1	17925000	0.42
1	17975000	0.50
1	18025000	0.59
1	18075000	0.59
1	18125000	0.81
1	18175000	0.75
1	18225000	0.48
1	18275000	0.45
1	18325000	0.36
1	18375000	0.38
1	18425000	0.62
1	18475000	0.50
1	18525000	0.55
1	18575000	0.82
1	18625000	0.57
1	18675000	0.78
1	18725000	0.54
1	18775000	0.48
1	18825000	0.64
1	18875000	0.61
1	18925000	2.87
1	18975000	0.89
1	19025000	1.20
1	19075000	1.08
1	19125000	1.56
1	19175000	1.80
1	19225000	1.86
1	19275000	1.01
1	19325000	0.79
1	19375000	0.90
1	19425000	1.83
1	19475000	1.23
1	19525000	0.53
1	19575000	0.39
1	19625000	1.01
1	19675000	0.58
1	19725000	0.98
1	19775000	1.55
1	19825000	0.57
1	19875000	1.46
1	19925000	0.74
1	19975000	0.42
1	20025000	0.41
1	20075000	0.39
1	20125000	0.64
1	20175000	0.48
1	20225000	0.68
1	20275000	0.27
1	20325000	0.35
1	20375000	0.78
1	20425000	1.60
1	20475000	1.62
1	20525000	0.62
1	20575000	0.70
1	20625000	1.06
1	20675000	0.98
1	20725000	1.90
1	20775000	1.75
1	20825000	0.80
1	20875000	1.02
1	20925000	1.04
1	20975000	1.30
1	21025000	2.29
1	21075000	1.07
1	21125000	1.30
1	21175000	1.73
1	21225000	1.53
1	21275000	1.75
1	21325000	2.08
1	21375000	0.54
1	21425000	0.70
1	21475000	0.94
1	21525000	0.50
1	21575000	0.66
1	21625000	0.64
1	21675000	0.96
1	21725000	1.10
1	21775000	1.14
1	21825000	0.55
1	21875000	0.85
1	21925000	2.38
1	21975000	0.71
1	22025000	1.22
1	22075000	1.69
1	22125000	1.01
1	22175000	0.60
1	22225000	0.35
1	22275000	0.29
1	22325000	0.52
1	22375000	0.36
1	22425000	0.46
1	22475000	0.89
1	22525000	1.04
1	22575000	0.73
1	22625000	0.39
1	22675000	0.57
1	22725000	2.25
1	22775000	1.71
1	22825000	2.14
1	22875000	1.25
1	22925000	0.82
1	22975000	0.63
1	23025000	1.58
1	23075000	1.52
1	23125000	2.16
1	23175000	2.66
1	23225000	1.77
1	23275000	1.00
1	23325000	2.54
1	23375000	1.99
1	23425000	0.73
1	23475000	1.07
1	23525000	1.15
1	23575000	3.31
1	23625000	0.90
1	23675000	0.74
1	23725000	1.30
1	23775000	2.01
1	23825000	1.08
1	23875000	0.49
1	23925000	0.36
1	23975000	2.62
1	24025000	2.04
1	24075000	0.69
1	24125000	1.02
1	24175000	1.53
1	24225000	0.91
1	24275000	1.21
1	24325000	0.76
1	24375000	1.27
1	24425000	2.50
1	24475000	0.88
1	24525000	1.15
1	24575000	0.68
1	24625000	1.51
1	24675000	2.36
1	24725000	2.45
1	24775000	2.19
1	24825000	1.31
1	24875000	0.42
1	24925000	1.10
1	24975000	1.04
1	25025000	2.46
1	25075000	0.80
1	25125000	0.57
1	25175000	0.34
1	25225000	1.05
1	25275000	0.59
1	25325000	0.86
1	25375000	0.70
1	25425000	1.14
1	25475000	0.97
1	25525000	0.85
1	25575000	0.79
1	25625000	0.48
1	25675000	0.55
1	25725000	0.64
1	25775000	0.55
1	25825000	1.08
1	25875000	1.70
1	25925000	0.76
1	25975000	1.17
1	26025000	0.88
1	26075000	0.83
1	26125000	1.20
1	26175000	0.40
1	26225000	1.41
1	26275000	2.58
1	26325000	1.15
1	26375000	0.78
1	26425000	0.58
1	26475000	0.96
1	26525000	1.03
1	26575000	1.12
1	26625000	1.28
1	26675000	1.05
1	26725000	2.68
1	26775000	2.71
1	26825000	1.62
1	26875000	1.84
1	26925000	1.03
1	26975000	0.70
1	27025000	1.17
1	27075000	0.71
1	27125000	2.36
1	27175000	1.00
1	27225000	1.03
1	27275000	1.28
1	27325000	1.61
1	27375000	1.25
1	27425000	2.07
1	27475000	2.14
1	27525000	3.30
1	27575000	2.80
1	27625000	1.17
1	27675000	0.98
1	27725000	0.61
1	27775000	0.96
1	27825000	1.61
1	27875000	1.33
1	27925000	1.22
1	27975000	2.49
1	28025000	1.43
1	28075000	3.00
1	28125000	1.86
1	28175000	1.03
1	28225000	2.41
1	28275000	1.26
1	28325000	0.82
1	28375000	1.28
1	28425000	1.71
1	28475000	1.39
1	28525000	1.87
1	28575000	1.30
1	28625000	1.56
1	28675000	1.20
1	28725000	1.69
1	28775000	1.11
1	28825000	0.45
1	28875000	1.18
1	28925000	0.85
1	28975000	1.44
1	29025000	1.37
1	29075000	1.47
1	29125000	2.35
1	29175000	2.01
1	29225000	1.44
1	29275000	1.13
1	29325000	0.78
1	29375000	0.71
1	29425000	0.75
1	29475000	0.88
1	29525000	0.87
1	29575000	1.21
1	29625000	0.38
1	29675000	0.82
1	29725000	1.15
1	29775000	0.48
1	29825000	0.60
1	29875000	0.69
1	29925000	0.73
1	29975000	0.36
1	30025000	0.57
1	30075000	0.65
1	30125000	0.62
1	30175000	0.22
1	30225000	0.53
1	30275000	0.75
1	30325000	0.77
1	30375000	0.68
1	30425000	0.44
1	30475000	0.50
1	30525000	0.25
1	30575000	0.38
1	30625000	0.69
1	30675000	1.23
1	30725000	0.98
1	30775000	0.93
1	30825000	1.16
1	30875000	0.68
1	30925000	0.73
1	30975000	1.86
1	31025000	1.81
1	31075000	1.53
1	31125000	0.51
1	31175000	1.19
1	31225000	0.50
1	31275000	1.91
1	31325000	1.64
1	31375000	1.01
1	31425000	1.35
1	31475000	0.60
1	31525000	0.47
1	31575000	1.21
1	31625000	1.39
1	31675000	1.35
1	31725000	1.34
1	31775000	1.42
1	31825000	0.80
1	31875000	0.69
1	31925000	2.00
1	31975000	2.09
1	32025000	1.82
1	32075000	1.42
1	32125000	1.83
1	32175000	1.75
1	32225000	3.09
1	32275000	0.84
1	32325000	1.30
1	32375000	1.08
1	32425000	0.42
1	32475000	0.73
1	32525000	0.88
1	32575000	0.73
1	32625000	1.42
1	32675000	1.96
1	32725000	2.70
1	32775000	2.88
1	32825000	2.50
1	32875000	0.54
1	32925000	1.12
1	32975000	2.41
1	33025000	1.53
1	33075000	1.34
1	33125000	1.08
1	33175000	1.03
1	33225000	0.70
1	33275000	1.55
1	33325000	1.78
1	33375000	2.03
1	33425000	1.60
1	33475000	0.92
1	33525000	0.40
1	33575000	0.32
1	33625000	0.61
1	33675000	0.70
1	33725000	0.41
1	33775000	0.47
1	33825000	0.23
1	33875000	0.09
1	33925000	0.17
1	33975000	0.17
1	34025000	0.40
1	34075000	0.29
1	34125000	0.14
1	34175000	0.08
1	34225000	0.08
1	34275000	0.08
1	34325000	0.04
1	34375000	0.20
1	34425000	0.08
1	34475000	0.20
1	34525000	0.08
1	34575000	0.41
1	34625000	0.49
1	34675000	0.61
1	34725000	0.50
1	34775000	0.40
1	34825000	0.76
1	34875000	1.14
1	34925000	0.36
1	34975000	1.39
1	35025000	1.76
1	35075000	1.51
1	35125000	0.82
1	35175000	1.16
1	35225000	0.80
1	35275000	2.44
1	35325000	1.66
1	35375000	2.04
1	35425000	2.49
1	35475000	1.87
1	35525000	1.50
1	35575000	1.51
1	35625000	2.27
1	35675000	0.62
1	35725000	1.63
1	35775000	1.37
1	35825000	1.43
1	35875000	1.05
1	35925000	1.35
1	35975000	1.56
1	36025000	1.73
1	36075000	1.76
1	36125000	2.91
1	36175000	2.83
1	36225000	2.13
1	36275000	2.25
1	36325000	1.77
1	36375000	4.84
1	36425000	1.28
1	36475000	1.56
1	36525000	0.93
1	36575000	1.00
1	36625000	0.71
1	36675000	0.54
1	36725000	0.65
1	36775000	1.15
1	36825000	0.55
1	36875000	0.69
1	36925000	0.54
1	36975000	0.37
1	37025000	0.60
1	37075000	0.63
1	37125000	0.58
1	37175000	0.37
1	37225000	0.64
1	37275000	0.66
1	37325000	0.65
1	37375000	0.69
1	37425000	0.56
1	37475000	2.76
1	37525000	1.66
1	37575000	1.97
1	37625000	0.58
1	37675000	1.07
1	37725000	0.82
1	37775000	0.91
1	37825000	2.18
1	37875000	1.50
1	37925000	1.54
1	37975000	1.76
1	38025000	3.11
1	38075000	1.24
1	38125000	0.72
1	38175000	0.67
1	38225000	0.70
1	38275000	0.41
1	38325000	0.37
1	38375000	0.38
1	38425000	0.63
1	38475000	0.60
1	38525000	0.75
1	38575000	0.43
1	38625000	0.39
1	38675000	0.33
1	38725000	0.71
1	38775000	0.39
1	38825000	0.96
1	38875000	1.86
1	38925000	0.99
1	38975000	1.45
1	39025000	1.33
1	39075000	1.11
1	39125000	3.81
1	39175000	5.43
1	39225000	2.68
1	39275000	2.60
1	39325000	1.36
1	39375000	2.40
1	39425000	1.45
1	39475000	1.06
1	39525000	0.81
1	39575000	0.69
1	39625000	0.65
1	39675000	0.55
1	39725000	0.92
1	39775000	1.10
1	39825000	1.06
1	39875000	1.25
1	39925000	0.66
1	39975000	0.73
1	40025000	1.74
1	40075000	1.73
1	40125000	0.29
1	40175000	1.82
1	40225000	1.07
1	40275000	2.96
1	40325000	0.52
1	40375000	1.33
1	40425000	1.00
1	40475000	0.71
1	40525000	1.02
1	40575000	0.63
1	40625000	0.71
1	40675000	1.52
1	40725000	2.07
1	40775000	1.00
1	40825000	0.68
1	40875000	2.10
1	40925000	0.78
1	40975000	1.55
1	41025000	1.77
1	41075000	1.08
1	41125000	1.66
1	41175000	1.32
1	41225000	1.63
1	41275000	1.11
1	41325000	0.85
1	41375000	0.96
1	41425000	1.27
1	41475000	1.21
1	41525000	0.79
1	41575000	0.59
1	41625000	1.50
1	41675000	1.46
1	41725000	1.16
1	41775000	0.89
1	41825000	1.21
1	41875000	1.43
1	41925000	1.15
1	41975000	1.25
1	42025000	0.66
1	42075000	0.32
1	42125000	0.48
1	42175000	1.26
1	42225000	1.54
1	42275000	1.35
1	42325000	1.42
1	42375000	0.33
1	42425000	0.72
1	42475000	1.00
1	42525000	0.62
1	42575000	0.98
1	42625000	0.61
1	42675000	1.52
1	42725000	0.74
1	42775000	1.33
1	42825000	1.32
1	42875000	0.58
1	42925000	2.75
1	42975000	3.44
1	43025000	0.69
1	43075000	0.50
1	43125000	0.39
1	43175000	0.36
1	43225000	1.06
1	43275000	1.13
1	43325000	1.26
1	43375000	3.00
1	43425000	1.38
1	43475000	1.32
1	43525000	0.90
1	43575000	0.78
1	43625000	0.87
1	43675000	1.64
1	43725000	2.40
1	43775000	1.90
1	43825000	2.33
1	43875000	1.45
1	43925000	1.85
1	43975000	1.12
1	44025000	2.00
1	44075000	1.80
1	44125000	0.93
1	44175000	1.01
1	44225000	1.73
1	44275000	1.18
1	44325000	1.71
1	44375000	1.75
1	44425000	1.26
1	44475000	1.94
1	44525000	0.85
1	44575000	1.10
1	44625000	1.92
1	44675000	0.95
1	44725000	2.33
1	44775000	1.72
1	44825000	2.42
1	44875000	1.27
1	44925000	1.70
1	44975000	1.08
1	45025000	1.10
1	45075000	0.57
1	45125000	0.53
1	45175000	0.71
1	45225000	0.63
1	45275000	1.67
1	45325000	1.62
1	45375000	1.14
1	45425000	0.88
1	45475000	0.88
1	45525000	1.52
1	45575000	1.57
1	45625000	1.28
1	45675000	2.26
1	45725000	1.54
1	45775000	1.04
1	45825000	1.25
1	45875000	2.23
1	45925000	0.99
1	45975000	1.06
1	46025000	1.26
1	46075000	1.25
1	46125000	2.82
1	46175000	2.19
1	46225000	1.30
1	46275000	1.90
1	46325000	2.31
1	46375000	0.69
1	46425000	0.25
1	46475000	0.58
1	46525000	1.03
1	46575000	0.94
1	46625000	1.96
1	46675000	1.47
1	46725000	1.31
1	46775000	0.71
1	46825000	0.54
1	46875000	0.89
1	46925000	0.50
1	46975000	0.25
1	47025000	0.53
1	47075000	0.73
1	47125000	0.67
1	47175000	1.16
1	47225000	0.76
1	47275000	1.80
1	47325000	2.29
1	47375000	0.85
1	47425000	0.90
1	47475000	0.45
1	47525000	0.54
1	47575000	0.48
1	47625000	0.92
1	47675000	0.86
1	47725000	0.64
1	47775000	0.76
1	47825000	0.71
1	47875000	0.49
1	47925000	0.36
1	47975000	0.50
1	48025000	0.37
1	48075000	0.37
1	48125000	0.21
1	48175000	0.28
1	48225000	0.46
1	48275000	0.36
1	48325000	0.49
1	48375000	0.80
1	48425000	1.05
1	48475000	0.44
1	48525000	0.38
1	48575000	0.42
1	48625000	0.38
1	48675000	0.61
1	48725000	0.26
1	48775000	0.06
1	48825000	0.18
1	48875000	0.08
1	48925000	0.23
1	48975000	0.13
1	49025000	0.13
1	49075000	0.20
1	49125000	0.05
1	49175000	0.11
1	49225000	0.15
1	49275000	0.26
1	49325000	0.12
1	49375000	0.12
1	49425000	0.29
1	49475000	0.08
1	49525000	0.08
1	49575000	0.17
1	49625000	0.17
1	49675000	0.09
1	49725000	0.11
1	49775000	0.10
1	49825000	0.14
1	49875000	0.08
1	49925000	0.08
1	49975000	0.00
1	50025000	0.16
1	50075000	0.20
1	50125000	0.13
1	50175000	0.07
1	50225000	0.14
1	50275000	0.21
1	50325000	0.46
1	50375000	0.59
1	50425000	0.58
1	50475000	1.26
1	50525000	1.15
1	50575000	1.26
1	50625000	1.75
1	50675000	1.73
1	50725000	1.58
1	50775000	1.30
1	50825000	0.81
1	50875000	0.76
1	50925000	1.18
1	50975000	4.85
1	51025000	0.95
1	51075000	1.21
1	51125000	0.90
1	51175000	0.95
1	51225000	1.15
1	51275000	2.00
1	51325000	1.86
1	51375000	0.96
1	51425000	1.12
1	51475000	1.16
1	51525000	1.53
1	51575000	1.62
1	51625000	1.96
1	51675000	2.41
1	51725000	1.83
1	51775000	1.64
1	51825000	1.30
1	51875000	1.71
1	51925000	1.48
1	51975000	1.71
1	52025000	1.78
1	52075000	1.46
1	52125000	1.96
1	52175000	0.72
1	52225000	1.01
1	52275000	0.83
1	52325000	1.23
1	52375000	1.94
1	52425000	1.69
1	52475000	1.16
1	52525000	1.36
1	52575000	1.29
1	52625000	0.50
1	52675000	1.33
1	52725000	1.52
1	52775000	1.08
1	52825000	0.74
1	52875000	0.56
1	52925000	0.99
1	52975000	1.16
1	53025000	2.48
1	53075000	0.90
1	53125000	1.64
1	53175000	0.95
1	53225000	1.16
1	53275000	1.67
1	53325000	1.45
1	53375000	0.69
1	53425000	2.07
1	53475000	0.93
1	53525000	0.91
1	53575000	1.58
1	53625000	1.00
1	53675000	1.94
1	53725000	3.51
1	53775000	1.57
1	53825000	1.44
1	53875000	1.36
1	53925000	1.32
1	53975000	1.67
1	54025000	1.20
1	54075000	1.74
1	54125000	1.12
1	54175000	1.38
1	54225000	2.00
1	54275000	1.66
1	54325000	0.85
1	54375000	0.81
1	54425000	0.72
1	54475000	0.63
1	54525000	0.88
1	54575000	0.88
1	54625000	0.64
1	54675000	0.55
1	54725000	1.58
1	54775000	1.31
1	54825000	0.70
1	54875000	2.58
1	54925000	0.83
1	54975000	1.26
1	55025000	0.71
1	55075000	1.48
1	55125000	2.32
1	55175000	1.07
1	55225000	1.83
1	55275000	0.94
1	55325000	1.59
1	55375000	0.86
1	55425000	1.30
1	55475000	0.61
1	55525000	1.14
1	55575000	1.18
1	55625000	1.29
1	55675000	1.17
1	55725000	2.32
1	55775000	1.18
1	55825000	1.35
1	55875000	1.28
1	55925000	0.96
1	55975000	1.08
1	56025000	0.94
1	56075000	1.19
1	56125000	1.08
1	56175000	0.98
1	56225000	0.68
1	56275000	1.00
1	56325000	0.70
1	56375000	1.07
1	56425000	0.84
1	56475000	1.33
1	56525000	1.57
1	56575000	1.42
1	56625000	1.41
1	56675000	2.08
1	56725000	0.93
1	56775000	0.80
1	56825000	1.20
1	56875000	0.72
1	56925000	0.57
1	56975000	0.56
1	57025000	0.56
1	57075000	0.38
1	57125000	0.74
1	57175000	0.44
1	57225000	0.50
1	57275000	0.71
1	57325000	0.60
1	57375000	0.77
1	57425000	0.70
1	57475000	1.33
1	57525000	0.54
1	57575000	0.61
1	57625000	0.44
1	57675000	0.60
1	57725000	0.83
1	57775000	0.38
1	57825000	1.08
1	57875000	1.09
1	57925000	0.64
1	57975000	0.43
1	58025000	0.64
1	58075000	0.36
1	58125000	0.74
1	58175000	0.58
1	58225000	0.38
1	58275000	0.74
1	58325000	0.81
1	58375000	0.60
1	58425000	1.28
1	58475000	0.97
1	58525000	2.44
1	58575000	2.64
1	58625000	1.33
1	58675000	2.24
1	58725000	2.13
1	58775000	4.00
1	58825000	2.70
1	58875000	2.58
1	58925000	1.27
1	58975000	0.71
1	59025000	1.69
1	59075000	1.39
1	59125000	3.22
1	59175000	1.41
1	59225000	0.91
1	59275000	1.42
1	59325000	0.99
1	59375000	2.24
1	59425000	1.22
1	59475000	1.19
1	59525000	1.19
1	59575000	1.03
1	59625000	1.12
1	59675000	1.36
1	59725000	3.13
1	59775000	1.43
1	59825000	0.70
1	59875000	0.46
1	59925000	0.58
1	59975000	0.70
1	60025000	0.25
1	60075000	0.24
1	60125000	0.23
1	60175000	0.30
1	60225000	0.40
1	60275000	0.33
1	60325000	0.26
1	60375000	0.34
1	60425000	0.26
1	60475000	0.24
1	60525000	0.27
1	60575000	0.54
1	60625000	0.35
1	60675000	0.33
1	60725000	0.50
1	60775000	0.45
1	60825000	1.00
1	60875000	2.08
1	60925000	1.06
1	60975000	2.42
1	61025000	1.06
1	61075000	1.92
1	61125000	0.97
1	61175000	1.66
1	61225000	0.83
1	61275000	1.45
1	61325000	1.09
1	61375000	1.56
1	61425000	1.95
1	61475000	0.91
1	61525000	0.95
1	61575000	0.76
1	61625000	1.11
1	61675000	1.73
1	61725000	2.01
1	61775000	1.27
1	61825000	2.12
1	61875000	1.45
1	61925000	1.25
1	61975000	1.25
1	62025000	1.85
1	62075000	1.16
1	62125000	1.10
1	62175000	0.71
1	62225000	0.61
1	62275000	0.50
1	62325000	0.54
1	62375000	0.86
1	62425000	2.06
1	62475000	1.19
1	62525000	2.21
1	62575000	1.88
1	62625000	1.86
1	62675000	3.11
1	62725000	1.17
1	62775000	1.53
1	62825000	1.45
1	62875000	0.94
1	62925000	0.65
1	62975000	0.59
1	63025000	0.46
1	63075000	0.71
1	63125000	0.65
1	63175000	0.42
1	63225000	0.40
1	63275000	0.61
1	63325000	0.71
1	63375000	1.28
1	63425000	1.38
1	63475000	1.31
1	63525000	2.30
1	63575000	1.58
1	63625000	1.48
1	63675000	1.77
1	63725000	1.90
1	63775000	1.50
1	63825000	1.14
1	63875000	1.83
1	63925000	1.58
1	63975000	0.91
1	64025000	2.02
1	64075000	1.32
1	64125000	1.69
1	64175000	1.87
1	64225000	1.72
1	64275000	0.61
1	64325000	0.89
1	64375000	0.75
1	64425000	0.61
1	64475000	0.93
1	64525000	0.83
1	64575000	0.69
1	64625000	0.90
1	64675000	1.21
1	64725000	0.80
1	64775000	0.80
1	64825000	1.02
1	64875000	1.80
1	64925000	2.62
1	64975000	1.45
1	65025000	0.91
1	65075000	0.89
1	65125000	0.45
1	65175000	1.22
1	65225000	1.09
1	65275000	1.27
1	65325000	0.46
1	65375000	1.69
1	65425000	3.61
1	65475000	1.05
1	65525000	1.00
1	65575000	0.67
1	65625000	1.08
1	65675000	0.65
1	65725000	1.12
1	65775000	1.09
1	65825000	1.74
1	65875000	1.00
1	65925000	1.12
1	65975000	0.76
1	66025000	1.01
1	66075000	0.54
1	66125000	1.17
1	66175000	0.64
1	66225000	1.63
1	66275000	2.74
1	66325000	1.64
1	66375000	1.41
1	66425000	0.71
1	66475000	2.01
1	66525000	3.38
1	66575000	1.96
1	66625000	1.44
1	66675000	1.12
1	66725000	1.05
1	66775000	0.76
1	66825000	0.84
1	66875000	0.77
1	66925000	4.49
1	66975000	2.47
1	67025000	2.00
1	67075000	1.90
1	67125000	0.69
1	67175000	0.81
1	67225000	0.54
1	67275000	0.62
1	67325000	1.08
1	67375000	1.34
1	67425000	1.77
1	67475000	0.57
1	67525000	0.84
1	67575000	1.25
1	67625000	1.38
1	67675000	1.54
1	67725000	4.63
1	67775000	3.74
1	67825000	2.40
1	67875000	1.74
1	67925000	1.29
1	67975000	1.75
1	68025000	0.84
1	68075000	0.96
1	68125000	1.53
1	68175000	2.21
1	68225000	1.73
1	68275000	0.83
1	68325000	0.39
1	68375000	1.34
1	68425000	0.71
1	68475000	2.29
1	68525000	0.46
1	68575000	0.60
1	68625000	0.25
1	68675000	0.15
1	68725000	0.20
1	68775000	0.16
1	68825000	0.07
1	68875000	0.16
1	68925000	0.25
1	68975000	0.29
1	69025000	0.16
1	69075000	0.05
1	69125000	0.22
1	69175000	0.21
1	69225000	0.17
1	69275000	0.12
1	69325000	0.12
1	69375000	0.15
1	69425000	0.21
1	69475000	0.21
1	69525000	0.04
1	69575000	0.12
1	69625000	0.27
1	69675000	0.18
1	69725000	0.04
1	69775000	0.39
1	69825000	0.14
